,txt,score
0,"Super obraz w monster rozmiarze 85 cali! Długo się wahałem czy wybrać Neo Led Samsung czy LG Oled, których obraz najbardziej mi się podobał. Wygrał Samsung ze względu na nowe mini ledowe podświetlanie oraz bajeranckie funkcje, z który jako użytkownik smarphona Samsunga mogę w pełni korzystać. Obraz w nasłonecznionym salonie wygląda imponująco. Jakość 4k sprawdzona na netflixie i youtubie - rewelacja! Dźwięk w połączeniu z sounbarem Samsunga bardzo dobra a bass rewelacyjny :) Intuicyjne i łatwe w obsłudze menu. Dodatkowe funkcje również urzekają. Pilot ładowany promieniami słonecznymi bądź kablem usb to kolejny atut.<br/>
Dokupiłem uchwyt do zawieszenia na ścianie Samsung Nogap i TV wygląda jakby był przyklejony do ściany.<br/>
<br/>
#AkcjaKorzyscWkazdymCalu",5/5
0,Bardzo fajnie się sprawdza. Dobrej jakości pilot. Można go skonfigurować i będzie kompatybilny z TV np. Samsung. Działa wtedy włącznik i wyłącznik oraz głośność.,5/5
0,"Kupiłem Xiaomi TV Stick najnowszy 4K z dolby Atmos i Dolby Vision bo takie byly moje wymagania. Wszystko super i mój av amplituner wykrywał dolby vision i dolby Atmos (na netflix to dolby digital plus ale juz inne wątek ze netflix nie nie nadaje czystego Atmosa,). Generalnie mega urządzenie ale jeden minus. Wszystko cicho. Meeega cicho. Nie ze trochę trzeba podglosnic tylko z 40 na 80 lib na tv z 20 na 50. To nienatutane. Rozumiem +10-20% ale nie rozumiem zeby odbiornik kakikolwiek musial grac na max max by bylo slychac normalnie<br/>
 Takze wszystko super ale nie jest zacicho tylko ultra cicho  ",4/5
0,"System całkiem szybko działa jak na takie mini urządzenie. Bardzo polecam jako gadżet podczas dalszej podróży, można bez problemu spakować do najmniejszej przegródki w plecaku",5/5
0,Świetny stick. Połączył się ze starym telewizorem i pilotem od TV sticka obsługuję podstawowe funkcje tv. Android na pokladzie zapewnia dostep do najpopularniejszych  aplikacji streamingowych. ,5/5
0,"Stick jest rewelacyjny. Jest łatwy w obsłudze, nie zawiesza się. Zabieram go wszędzie, tylko neta dam np. w hotelu, i oglądam wszystko stamtąd, gdzie skończyłem. Nie ma zacinanie się, intuicyjna jest obsługa.",5/5
0,"Korzystam od 2 tygodni, jeszcze nie znalazłem wad tego produktu.  Aktualnie pełne zadowolenie z zakupu. Mimo braku baterii jako zasilania alternatywnego, no i może przydał by się zasilacz z dłuższym przewodem.","4,5/5"
0,"Mega sprzęt. Dzięki niemu mam TV w monitorze podłączonym do Mini Display Porta w laptopie, a Xiaomi Mi TV Stick 4k podłączonym do HDMI w monitorze.<br/>
<br/>
Kupiony dla Disney+ do testowania dla, a dodatkowo do Netflixa i Amazon Prime Video.",5/5
0,"Bardzo dobry sprzęt, nawet na słabym internecie dobrze śmiga jedyny minus to cichy głos w aplikacjach, TV na full a i tak cicho. Kombinowałem na wiele sposobów i jestem bezradny. Producent mógłby zrobić jakąś jasną aktualizacja z tym związaną lub dodawać instrukcję jak to zrobić bo wyłączanie hdmi nie pomaga. Oba piloty na full i nic. ",4/5
0,Super wykonanie działa bez zarzutu szybka dostawa,5/5
0,"Mógłby być trochę szybszy. Aplikacje uruchamiają się dość długo.  W WebOS w telewizorach LG aplikacje uruchamiają się szybciej. Ale działa poprawnie i nie ma co marudzić. Jakość obrazu dobra, nie zawiesza się, nie zrywa połączenia z siecią WIFI. przy przeskakiwaniu po filmach na Disney odczuwa się lekki lag, brakuje trochę płynności - ale podobnie mam na WebOS 3.5. Zasilane jest z portu usb w TV, wada rozwiązania że po uruchomieniu TV trzeba swoje odczekać żeby się włączył. Po ustawieniu aby pilotem Xiaomi można było sterować także TV dzwięk w Netflixie, Disnej, Amazon Prime jest bardzo cichy. więc lepiej działać na 2 piloty, podgłaśniając maksymalnie xiaomi stick i regulując natężenie dźwięku pilotem od TV. Nie czepiając się na siłe to w sumie polecam.",5/5
0,polecam,5/5
0,Ok.,5/5
0,rewelacja,5/5
0,Spoko mikrofon,"4,5/5"
0,"Za te pieniądze nie ma lepszego streamera. Brzmi bardzo dobrze po analogu, jako transport też jest przyzwoity.",5/5
0,"Łatwość użytkowania. Włącza się za pomocą aplikacji tidal, deezer klikając na udostępnienie muzyki przez chromecast. Wyłącza się po 5 min bez używania. Jakość wykonania dobra. Używam go wyłącznie jako źródło i łączę się poprzez coaxial z dac. Nie czuję różnicy pomiedzy tym streamerem, a droższymi. Wygrał też z rapsberry. Z czystym sumieniem polecam.",5/5
0,"Zastąpił u mnie Onkyo NS 6130, który w zasadzie przestał obsługiwać Tidal. Onkyo ma 43 cm. szerokości, ale jest ""pusty"" w środku. Argon Solo jest znacznie mniejszy, dyskretny, niemal ukryty wśród większych klocków, ale robi tę samą robotę i nie ma problemów z Tidalem. U mnie gra podłączony do Dacmagica, więc jakość dźwięku bez zastrzeżeń. Wbudowany DAC trochę słabszy, ale też daje radę. Jeżeli streaming jest uzupełnieniem, a nie głównym sposobem słuchania, nie warto przepłacać - z powodzeniem można poprzestać na Argonie. ",5/5
0,"świetny sprzęt, jakość wykonania ale przede wszystkim brzmienia rewelacyjna w tej cenie. Funkcjonalnie wszystko działa jak należy",5/5
0,Dzial bardzo dobrze ,5/5
0,"Fajny stick ale brak mu funkcji żyroskopu (niektóre apki muszą to mieć aby obsługa była łatwa) jest google asistant, przyciski do prime,  net... bym zamienił na klawisze programowalne i bez napisów (niech sobie właściciel wybiera co chce mieć np. Kodi pod przyciskiem lub inna apkę). Pilocik zgrabny może się pdobać stylistycznie, poza tym ogarnia zadania które mu się powierza. IPTV niemiałem okazji sprawdzić ale inne strumieniowe tak i działają ok. Moim zdaniem stick jest godny polecenia szczególnie za tą cenę.",4/5
0,"bez zastrzeżeń pod względem wykonania, bardzo przydatne urządzenie, nie obyło się jednak bez problemów, pierwszym był problem połącznia z WiFi w paśmie 5GHz - rozwiązaniem było ręczne wprowadzenie DNS na 8,8,8,8 i 8.8.4.4, nie mogę do tej pory rozwiązać problemu z wyłączeniem urządzenia, po naciśnięciu przycisku WYŁ. na pilocie urządzenia, wyłącza się na kilka sekund po czym włącza się i przy okazji włącza automatycznie TV. szczególnie upierdliwe jest to w nocy bo muszę wychodzić z łóżka i ręcznie wyciągać wtyczkę z prądu bo urządzenia nie da się wyłączyć",5/5
0,"Wszystko zgodne z opisem. Mi stick działa u mnie na 12 letnim 32 calowym tv sony bravia.  Netflix,  You toube działa bez zarzutu. Na tym mi zależało. Urządzenie wpięte za tv niewidoczne.  Plus za adapter do przedłużenia gniazda hdmi telewizora bo sam Stick ma grubszą obudowę , która uniemożliwia poprawne zainstalowanie go w gnieździe niektórych telewizorów w zależności od umiejscowienia gniazd hdmi oraz od odległości telewizora od ściany na której wisi. Szczerze polecam produkt. Dziękuję. ",5/5
0,"Nadaję nowe życia TV bez androida<br/>
",5/5
0,Po kilku chwilach użytkowania. Spełnia moje oczekiwania w 100 %,"4,5/5"
0,Produkt spelnil moje oczekiwania. Z mojego zwykłego telewizora zrobilam SmartTv za jedyne 150zl ,5/5
0,"Polecam super produkt ,łatwy w obsłudze , szybka instalacja i netflix śmiga jak talala , byłam sceptycznie nastawiona do reglamentacja z całego serca polecam ",5/5
0,"REWELACJA!!!!! Optymalne rozwiązanie dla właścicieli starszych modeli telewizorów np. Ja mam 8 letniego Samsunga i Smart nie współdziała z niektórymi aplikacjami ale co najważniejsze i kluczowe- rozwiązanie na niedziałającą w telewizorze karta sieciową czyli nie działający moduł odp za połączenie internetowy!!! Co więcej super możliwość rozszerzenia o niedostępne gratisowe app np streamer czeskiej telewizji 🤣. Po prostu super urządzenie i SUPER CENA . Dzięki polecam gorąco.<br/>
P.s. jestem 60+ i byłem gotowy wymienić sobie sam moduł na nowy 😄przegrałem min tv i na podstawie szkicu tv wiedziałem jaki moduł potrzebuje. Na szczęście producent juzvtakich nie produkuje na szczęście bo bym nie kupił tak prostego i genialnego Stick'a",5/5
0,"Wszystko wygląda i działa tak, jak miało.<br/>
Po prostym skonfigurowaniu i zainstalowaniu dodatkowych aplikacji z Google Play (np: Player, Ipla, WP Pilot) wszystko śmiga.<br/>
Starszy telewizor z ekranem 1K zyskał drugie życie.<br/>
Przy szybkim łączu internetowym (powyżej 8 Mbit/s) nic się nie zacina i nie muli (jak piszą niektórzy). Nie jest prawdą też, że urządzenie się grzeje. Po dłuższym korzystaniu TV stick robi się lekko ciepły, ale przecież telewizor też.<br/>
Każde urządzenie elektryczne i elektroniczne wydziela ciepło podczas swojej pracy, a do chłodzenia to służy lodówka (która zresztą też ""grzeje się"" z tyłu).<br/>
Dodatkowo można pilota i TV sticka zabrać ze sobą w podróż i korzystać ze swojego AndroidTV w dowolnym miejscu, w którym jest telewizor z gniazdem HDMI oraz internet wi-fi.<br/>
Polecam. <br/>
",5/5
0,"Mam go bardzo krótko, ale z tego co widzę. Jest łatwy w instalacji i obsłudze. Pilot minimalistyczny ale zawiera wszystko co potrzeba",4/5
0,"Fajny tv za fajna cene, gierki z xbox ss i ps5 smigaja jak malina, pilot solarny to hit, interfejs tv bardzo intuicyjny i prosty ale grajbelka musi byc bo dzwiek taki sobie, polecam",5/5
0,"Bardzo dobry telewizor. Przed jego strojeniem zalecam przeczytanie instrukcji ze zrozumieniem! Potem idzie jak z płatka. Telewizor ma na początku Bardzo wyraźny jasnoniebieski obraz , który potem w ustawieniach eksperckich można ustawić według własnych preferencji. Szybko wyszukuje podłączone dekodery oraz trochę starszy  komputer po kablu. Reaguje na podstawowe komendy w wyznaczonych językach z wyjątkiem polskiego . Doskonale spisuje się jako monitor komputera. Kable HDMI starsze nie działały  i otrzymywałem komunikat , że muszę zmienić na nowsze- grubszy korpus wtyczki kabla uniemożliwia włożenie końcówki  kabla do gniazda HDMI telewizora . Starsze kable nie pasują do gniazd HDMI 2.0 !!! Głos z samego telewizora nieco płaski i suchy, ale do przyjęcia. Po podłączeniu Soundbara  HW T450  głos nagle ożywa - robi się głęboki i wyrazisty z dużą dozą basu , bardzo przyjemnie się tego słucha. Przy kątach poziomych powyżej 90stopni obraz nieco traci na ostrości i kolory blakną. Nie udało mi się wgrać aplikacji HBBTV. Mam nadzieję , że najbliższa aktualizacja rozwiąże te problemy<br/>
Mimo tych drobnostek - polecam !","4,5/5"
0,"Obraz doskonały. <br/>
Dźwięk - trudno o jakieś konkretne basy z pudełka o grubości niedzielnego wydania gazety, ale to dotyczy wszystkich współczesnych ""telewizorów""; są to - de facto - komputery z dużym monitorem i w tej roli urządzenie sprawdza się wzorowo. <br/>
Jedyną - dla mnie przynajmniej bardzo dokuczliwą - wadą jest bezsensowne umieszczenie gniazd! Jeśli telewizor wisi na ścianie, nie ma mowy o normalnym włożeniu pendrive do gniazdka USB; jest ono za blisko środka obudowy i nie sposób włożyć tak daleko ręki (poradziłem sobie włączając na stałe ""przedłużkę"" USB, ale niewątpliwie ten szczegół konstrukcyjny nie został przemyślany).",5/5
0,"Obraz bardzo ładny, dźwięk dobry niestety TV nie da się uruchomić bez smartfona (bo pilot nie ma klawiatury numerycznej by ustanowić obowiązkowy pin, a przycisk wywołania klawiatury numerycznej podczas instalacji nie działa), tak samo czasami podczas użytkowania trzeba podłączać klawiaturę na USB (by odblokować zablokowaną aplikację - lepiej żadnych nie blokować nawet dla dzieci to wtedy nie ma problemu). Generalnie oprogramowanie daje trochę do życzenia. Gubi ustanowione linki do HDMI (jak do PC , czy PS4) i trzeba ręcznie chodzić w Źródło i wybierać od nowa (a po to przecież są linki/kafelki na stronie głównej).. no i nikomu na świecie nie działa aplikacja ""Easy Connection"" od Samsunga do łączenia radiowo TV z PC. Trzeba przez Miracasta albo jak ja HDMI. <br/>
Z pozytywów oprogramowania to jest rewelacyjny tryb gry. Żaden TV nigdy tak płynnie nie odtwarzał ruchu w grach. <br/>
Zatem generalnie jestem zadowolony z zakupu. Bo hardware jest spoko gorzej tylko z softem ale to do przyzwyczajenia się.","3,5/5"
0,"Świetny TV, ale obraz taki  cyfrowy, w porównaniu do plazmy jaką miałem. No i wymaga dobrego sygnału, 4K lub minimum FHD, Niestety większość dostawców TV oferuje HD, więc dobrze ogląda sie jedynie to co dostajemy od Netflixa itp. dostawców",5/5
0,Świetny telewizor. Bardzo podoba mi się pilot - minimalistyczny. Trzeba się nauczyć go. Mi szybko to poszło. Obraz bardzo dobry zwłaszcza przy materiałach 4K. Dźwięk zwykły - nic specjalnego. Warto dokupić jakiś soundbar albo kino domowe.,"4,5/5"
0,"Jedyna uwaga to brał informacji w instrukcji obsługi o koniecznosci sparowania pilota z TV. Pilot jedynie uruchamiał TV i nic poza tym, dopiero Google podpowiedział co zrobić i później poszło jak z płatka. Dźwięk przeciętny z głośników TV. ",4/5
0,"Witam. Narazie dość krótko użytkujemy ten telewizor,  jednak to co mogę już powiedzieć to całkiem niezły obraz, dźwięk,  sporo funkcji, ale zalogowanie się przez telefon do Netflixa ciągle od 3 ch dni niemożliwe- chce założyć konto 8 zapłacić  za abonament Netflixa i nie da się... Poza tym zauważyłam że na chwilę na niektórych programach niknie obraz na czarno, słychać wszystko a nie widać...! Nie wiem czy to się jeszcze samo naprawi, moze tylko na początku się dzieje, ale jak będzie się pokazywać jeszcze to będę zmuszona reklamować sprzęt...! <br/>
Dobre cechy jeszcze to wielkość i jego ""szczupłość"" w stosunku do ściany... Największym atutem jest pilot, który mimo swojej małej ilości przycisków,  ma tyle funkcji, że zasługuje na uznanie!<br/>
",4/5
0,"Super, najlepszy w tej klasie, obraz bajka, długo porównywałem większość dostępnych TV pod każdym kątem i ten zwyciężył , najbliżej mu do jakości OLEDA choć oledem nie jest, ale też jest pozbawiony jego wad,  … wypalanie przy statycznych obrazach , można sobie poczytać na ten temat, ten QLED czerń ma bardzo dobrą, po zakupie trzeba trochę powalczyć z ustawieniami pod siebie, ale jak już się poustawia to naprawdę robi wrażenie.PS zdjęcia nie oddają tego co na nim widać, tu gdzie ta postać jest to po nią jest czarnooooo.",5/5
0,Bardzo wysoka jakość (wykonania i nagrywania) w stosunku do ceny.,5/5
0,Kamerka jest super. Młodszy syn dostał na urodziny teraz kupiliśmy także starszemu. Polecam,5/5
0,"Najlepszy prezent, w dobrej cenie - polecam zakup ",5/5
0,Zrobiłem 30G filmików. Polecam. Na wodzie pod wodą . Rewelka. ,5/5
0,"ogólnie kamera wielki plus, jej minusem jest klapka akumulatora, zatrzask klapki ułamał się przy pierwszym użyciu...","4,5/5"
0,"Dostawa była wręcz ekspresowa. Kamera wygląda bardzo ładnie, myślę, że taka kamera to idealny prezent dla miłośników uwieczniania chwil :)",5/5
0,"Kamera faktycznie robi filmy na poziomie tych bardzo drogich. Tu nie można się czepiać bo najlepsze aparaty Panasonika mają obraz właśnie tak dobry. Ale jeśli chodzi o fonię (głos) to mikrofon ma badziewny. Na tyle zły że mało co słychać. Niosąc ją na kiju do niej gadając - to w telewizorze na cały głośnik i jeszcze słabiutko - trzeba się wsłuchiwać, każdy szmer w pokoju i juz nic nie słyszysz. Stabilizacji też chyba nie ma - trzeba trzymać w miarę spokojnie żeby film był nie trzęsący się. O bieganiu czy na rowerze nie ma mowy, Jeśli chcesz robić filmy i zamiast oryginalnego dzwięku podlozyc muzykę to bardzo polecam bo i droższe modele ta kamerka prześciga w obrazie. Duży zestaw do kamery... ",4/5
0,Kamerka ok. Wykonanie i spasowanie elementów ok. Brak stabilizacji obrazu. Kolory i jakość obrazu całkiem niezłe ale 4k to nie jest. Dźwięk cicho się nagrywa więc bardziej do nagrywania z muzyką. Ogólnie w tej kwocie polecam. ,4/5
0,"Miałem obawy przed zakupem tej kamerki. Oglądałem w necie filmy które podobno były na niej wykonane i z dnia na dzień byłem coraz bardziej na ""nie"". Jednak pod wpływem opinii posiadaczy tej kamery zdecydowałem się na jej kupno. Testy  jakości wykonywanych filmów rozwiały moje wątpliwości - jestem mile zaskoczony. Jedyna wada jaką dostrzegam to dość duże (zbyt duże) nagrzewanie się kamery w okolicy gniazda karty i gniazd micro hdmi i micro USB. Możliwe, że grzanie występuje tylko w mojej kamerze, ale nie mem pewności. Zdecydowanie nie jest to wina karty, bo testowałem na wielu kartach różnych firm i różnych prędkości - ten sam efekt. Grzanie jest jak wspomniałem dość znaczne ( zarówno przy filmach i timelapse) , nie wyobrażam sobie pracy kamery w obudowie wodoszczelnej latem w Polsce, nie mówiąc już o egzotycznych krajach. Dźwięk również nie najlepszej jakości, ale rejestruje się i nie sprawia dużych trudności w odsłuchu. Kamerkę można używać jako rejestratora jazdy w samochodzie - możliwość nagrywania w pętli. Ze względu na format karty w FAT32  długości filmów są ograniczone rozmiarowo (po utworzeniu jednej części zaczyna automatycznie nagrywać kolejną) Przykładowo dla rozdzielczości/częstotliwości 1080/60Hz  nagrywane są filmy po 10min.  Zdjęcia seryjne (timelapse)  co 2s, 3s, 5s, 10s, 20s, 30s, 60s - jak dla mnie brakuje dłuższych czasów kamera to nie aparat (choć zdjęcia nie są złej jakości - 4, 5, 8, 12 MP). Kamera umożliwia obrócenie obrazu w pionie o 180 stopni. Menu w języku polskim. Jest jeszcze jeden problem dotyczący tej kamery, a mianowicie fatalny program do połączenia przez WIFI ze smartfonem/ tabletem. Testowałem na Alcatelu, Huawei, Lenowo, Asusie - wszędzie ""zwiecha"" wymagająca wyjęcia baterii z kamery by powrócić do działania. Podsumowując  - kamerę kupiłem do kręcenia filmów w ruchu i spisuje się w tej roli rewelacyjnie, inne niedogodności schodzą na dalszy plan.",4/5
0,"Szukałam kamerki niskobudżetowej która będzie również użyteczna. Jest bardzo zadowolona z jakości zdjęć i filmów, faktycznie dźwięk jest gorszy ale nie można mieć wszystkiego w takim zakresie cenowym. Uważam że jest to najlepszy model niskobudżetowy. Polecam",4/5
0,"Produkt jest tragiczny pod względem ergonomii użytkowania jak i funkcji. Aplikacja Netflix jest bardzo ograniczona. Nie wiem czy Netflix wysyła 480p czy 720p ale pikseloza jest straszna. W dodatku Netflix nie wysyła dźwięku DD5.1 po SPDIF (optyczny) a jedynie stereo. Netflix natywnie ma dźwięk w DDPLUS wiec nie jest możliwe wysłanie go przez SPDIF, który maksymalnie obsługuje DD. BOX więc albo nie robi konwersji, albo nie ma odpowiedniego certyfikatu.<br/>
Obsługa Netfliksa z pilota to katorga. Można uruchomić i zatrzymać film i tyle. Żeby wejść w opcje trzeba uruchomić ""wirtualną myszkę"" i kursorem najeżdżać na opcje. Aktualizacja do nowszej wersji ciągle wyskakuje, ale próba jej zainstalowania kończy się komunikatem o braku zgodności urządzenia.<br/>
Teoretycznie można instalować aplikacje ze sklepu Google ale większość przydatnych nie ma wersji działających na tym urządzeniu.<br/>
Obsługa z pilota jest tragiczna. Często po wybraniu opcji konfiguracyjnych wyskakuje nam czysty android jak na telefonie, a my się zastanawiamy czy żeby ustawić jakąś opcję to wystarczy pilotem, czy trzeba znów aktywować wirtualną myszkę i kursorem na coś najechać.<br/>
Być może sprzęt jest szybki, ma dużo pamięci i w miarę nowy system, ale całość jest tak niedopracowana, że bez myszki i klawiatury BT tego sie nie da używać. A chyba nie po to są takie przystawki, bo jeśli mam się tak gimnastykować to proście podpiąć laptop pod HDMI telewizora i bedzie dużo prościej. Sensem przystawki jest to, że działa z plota jak TV.","1,5/5"
0,Ok,5/5
0,działa,5/5
0,Dziala ok,5/5
0,Ok,5/5
0,To czego oczekiwałem wszystko ok,5/5
0,Na razie wszystko działa tak jak powinno.,4/5
0,Wykonanie estetyczne. Duże możliwości funkcjonalne urządzenia. Produkt wart polecenia.,5/5
0,"Produkt spełnia swoje przeznaczenie, choć opcja przełączania w pozycję ""myszki"" mogłaby działać trochę lepiej. Generalnie ok.",4/5
0,Dostałem to czego oczekiwałem. Miałem problemy z działaniem niektóych aplikacji. Urządzenie nie połączyło mnie z moim kontem Google. Netflix nie chciał się zaktualizować. Zainstalowana wersja kodi nie działała płynnie z wtyczkami. Pomogło odinstalowanie Netflix i Kodi i instalacja ponowna najnowszych wersji z APKPure. Teraz wszystko działa tak jak chciałem.,4/5
0,Na razie tylko testy ale wszystko wygląda bardzo dobrze,5/5
0,Jestem mega zadowolony z tej kamerki pozdrawiam serdecznie ,5/5
0,Dla mnie rewelacja. niesamowite możliwości. Dobra jakość. Ożywia moje filmy i wspomnienia,5/5
0,"Bardzo dobra jakość, warto zainwestować. Zastanawiałem się nad GoPro ale.........te zdjęcia i filmy 360",5/5
0,"Miałem one x zmieniłem na X2 daje więcej możliwości. Wodoszczelność bez obudowy duży plus , bateria większa .",5/5
0,Sprzedalem GoPro 7 black i kupilem Insta360 One X2 - nie zaluje. Juz nie moge sie doczekac nagran z motocykla. Kamera prosta w obsludze. Sprawia wrazenie solidnej.,5/5
0,"Za bardzo kamera bazuje na pracy z telefonem, co w podróży nie jest najszczęśliwsze. Na szczęście obsługa jest dość intuicyjna. Poza tym raczej ok. Pierwsze zabawy i testy pozytywne.",4/5
0,"Bardzo fajna kamerka, kolory ok, dźwięk ok. Aplikacja na telefon robi robotę. Wreszcie nie trzeba zastanawiać się nad poprawnym kadrowaniem, nie ucieka scena, która zadziała się obok nas a aplikacja i sztuczna inteligencja obrabia filmiki w mgnieniu oka stosując urozmaicone efekty.",5/5
0,"Kamera mała, zgrabna i doskonała do zabawy. Kamera lepiej współpracuje z IOS niż Androidem. Jest tam więcej możliwości ""obróbki"" materiały z nagrań. Można też to robić pod Windows ale najlepiej korzystając z obu opcji. Po obrobieniu filmu 360 i zapisaniu jako normalny ""płaski"" film można go eksportować z programu Insta jako FHD lub 4K. Zdjęcia 360 można eksportować w 2x większej rozdzielczości niż robione przez kamerkę (do ich oglądania oprócz programu Insta polecam program Theta). Do kompletu koniecznie polecam kijek Insta 120cm.",5/5
0,Sprzęt jest rewelacyjny. I doskonała zabawa. Bardzo dużo możliwości.,5/5
0,Wysokiej klasy integra w  ciekawym stylu. Bardzo dobre precyzyjne brzmienie jak na marantza przystalo. Polecam!,5/5
0,"Wspaniały wzmacniacz, potrafi obudzić nie jedne kolumny swoją charakterystyką dźwięku, wbudowany streamer działa bez zarzutów czy to przez spotify/tidal connect, czy przez airplay. Desing też super, w czarnym kolorze mega robotę robi lekkie podświetlenie przedniego panelu.",5/5
0,"4,0/5",4/5
0,myślałem że będzie lepiej grał przy takiej mocy,4/5
0,Solidny kabel jak za tą cenę:),5/5
0,"Wysokiej jakości, solidny kabel. ",5/5
0,Kabel zmasakrował zwykły fabryczny przewód zasilania. Zupełnie inny - dużo lepszy dźwięk. Jeśli masz wątpliwości wypożycz i sprawdź. Kabel bardzo solidnie zrobiony dobrze ekranowany - bardzo gruby. Wtyki solidne.,5/5
0,"UWAGA - MINA !!!! - Produkt był sprzedawany jako nowy a był ewidentnie używany a co gorsza uszkodzony  !!!!!  Uszkodzenie sprytnie zamaskowane i doraźnie naprawione... Przy zdjęciu folii ochronnej od razu zauważalne. Brak możliwości prawidłowej instalacji - telewizor łączył się np. z istniejącym kontem email !!! Odradzam zakupy w tym sklepie. Towary niezgodne z opisem, używane i uszkodzone !!!! Nie dajmy sobie wmówić winy i kierujmy sprawy do sądu. Zainteresowanych w sprawie pozwu zbiorowego zapraszam. karol.pawlowsky*****",1/5
0,Amazing to watch movies.,5/5
0,Produkt generalnie prawie dobry. Niestety obraz nie jest idealny - podświetlenie nie jest równomierny na całej powierzchni. Warto na to zwrócić uwagę przed podejęciem decyzji o zakupie.,"3,5/5"
0,"Szukałem telewizora do sypialni. Niestety Sony nie wydało wersji 55 cali dla x95j, więc zakupiłem wersję x94j. I nie żałuję. Telewizor jest fantastyczny i wspaniale ogląda się wieczorem filmy, czy gra na PS5. Polecam!",5/5
0,"Najprawdopodobniej najlepszy telewizor w swojej cenie, a w szczególności w umierającej kategorii topowych tv led do 50 cali. Obraz czysty i wyraźny, a opcje pozwalają go dostosować do własnych potrzeb. Idealnie się sprawdza zarówno do oglądania tv, streamowanego contentu jak i ps5 i switcha. Jakość dźwięku po kilku kalibracjach jak najbardziej zadawalająca. Obsługa głosowa asystenta google działa nawet po polsku, o ile się ją wymusi poprzez najpierw włączenie jej w języku systemowym angielskim a następnie zmianie na polski. Telewizor zaśpiewa piosenkę albo opowie żart, ale niestety nie ugotuje obiadu, ani nie posprząta w domu. Należy zwrócić uwagę, że model 50 calowy, w przeciwieństwie do swoich większych braci, również z serii X90J, posiada jedynie jedno rozstawienie nóżek - na krańcach ekranu. System Android TV to praktycznie smartfon w telewizorze, wraz z całym dobrodziejstwem aplikacji ze sklepu google. Aplikacja odtwarzacza multimediów Ci nie odpowiada? 2 kliknięcia i możesz pobrać 50 innych. Wciąż jednak trzeba czekać na zapewnianą w aktualizacji obsługę vrr. Podświetlenie przy krawędziach bywa ciemniejsze, ale tak powstały efekt winietowania jest znacznie przyjemniejszy dla oka od prześwietlenia przy krawędziach spotykanych w telewizorach z podświetleniem krawędziowym. Potrafi się też trochę nagrzać w prawej górnej części z tyłu obudowy, ale ekran pozostaje chłodny. Telewizor wytrzymał już ponad 14 dni użytkowania i nadal działa jak nowy, co jest niezwykłym sukcesem w porównaniu do 3 egzemplarzy porównywalnego parametrami telewizora konkurencji zaczynającej się na L i kończącej na G, które nie wytrzymały nawet 12h użytkowania. ",5/5
0,"Jestem w fazie testów. Obraz z wmontowanej kalibracji dla Netflixa świetny - Hobbit prezentuje się zjawiskowo. Co do ustawień obrazu dla telewizji z dekodera, wybrałem opcję Żywy z lekką własną modyfikacją i powiem, że jest świetnie. Paleta kolorów, czernie (wiadomo to nie OLED) wyraźnie i nie rozmywające się przy przejściu w sceny jasne. Zieleń, czerwień, niebieski oraz żółć oglądając kanały przyrodnicze wyraziste, dające wrażenie bycia w tym miejscu oraz możliwość dostrzeżenia szczegółów tj. trawy, ziarna piasku czy krople deszczu. Dźwięk był dla mnie mało istotny ponieważ TV jest podłączony pod kino domowe. W gry nie gram, nie mam też żadnej konsoli, zatem nic mnie w tym temacie nie interesuje. Software szybki, łatwy w obsłudze przez te parę dni użytkowania na zauważyłem zawieszki czy innych nieprzyjemnych cech dla użytkownika. Mam internet światłowodowy 320Mb/s zatem nie powinno się nic ciąć przy buforowaniu streamingu.  ","4,5/5"
0,"Pierwsze wrażenie znakomite. Design bez zarzutu. Świetne metalowe nóżki. Obraz świetny. Szczególnie filmy 4k hdr.  Dźwięk co najwyżej dobry. Konfiguracja z funkcjami Google wymaga zainstalowania w smartfonie aplikacji Google Home. Podsumowując, jestem bardzo zadowolony.",5/5
0,"Świetna jakość obrazu. Intuicyjny w obsłudze<br/>
Jakość dzwięku bardzo kiepska, ale rekompensuje mi to amplituner Pionieer z kolumnami Jamo. Rozwiązanie problemu niskiej jakości dźwięku w każdym tv.","4,5/5"
0,"Zastanawiałem się czy w pierwszych dniach będzie efekt WOW. Nie zawiodłem się. Do zakupu przymierzałem się od 3 miesięcy skupiając się na ocenach branżowych portali i niezależnych recenzentów. Wybór padł na x94J. Telewizor wysoce spełnia moje oczekiwania. Czerń jest prawdziwą czernią. Kolory są wyśmienite. Jasność ekranu przerosła moje oczekiwania. Ktos coś pisał, że może być niewystarczająca. Hmmm chyba tyko dla osób oglądających TV w pełnym słońcu bo ja uważam, że jest bardzo duża. Smart Tv tj Google Tv działa bardzo płynnie. Obsługa jest banalnie prosta. Zdecydowanie polecam. ",5/5
